"3hmiA02-i2","1.10.510.10","Transferase(Phosphotransferase) domain 1","3hmiA02"
"4qmiA00-i1","1.25.10.10","Leucine-rich Repeat Variant","4qmiA00"
"3uxfA03-i2","2.60.40.10","Immunoglobulins","3uxfA03"
"3lp5A00-i2","3.40.50.1820","","3lp5A00"
"1orrC00-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","1orrC00"
"3nxlA02-i2","3.20.20.120","Enolase superfamily","3nxlA02"
"4rfzA01-i1","3.30.200.20","Phosphorylase Kinase; domain 1","4rfzA01"
"1o73A00-i2","3.40.30.10","Glutaredoxin","1o73A00"
"3zr8X00-i1","1.10.10.2460","","3zr8X00"
"2vh2A02-i1","3.40.50.11690","","2vh2A02"
"2f54D01-i2","2.60.40.10","Immunoglobulins","2f54D01"
"2dn6A00-i2","2.30.29.30","Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)","2dn6A00"
"4g1tA02-i2","1.25.40.10","","4g1tA02"
"5k16A00-i1","3.90.70.10","Cysteine proteinases","5k16A00"
"4mzwB01-i2","3.40.30.10","Glutaredoxin","4mzwB01"
"3pluA00-i2","3.10.20.90","Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1","3pluA00"
"1pnbB00-i2","1.10.110.10","Plant lipid-transfer and hydrophobic proteins","1pnbB00"
"1f05A00-i1","3.20.20.70","Aldolase class I","1f05A00"
"1ti2B01-i1","3.30.70.20","","1ti2B01"
"4fo0A02-i1","2.30.36.90","","4fo0A02"
"4imkA01-i2","2.60.40.10","Immunoglobulins","4imkA01"
"4ze9A03-i1","3.10.105.10","Dipeptide-binding Protein; Domain 3","4ze9A03"
"3zfkA00-i1","3.90.540.10","Colicin e7 immunity protein. Chain B","3zfkA00"
"4mikA00-i2","3.40.50.150","Vaccinia Virus protein VP39","4mikA00"
"1apfA00-i1","2.20.20.10","Anthopleurin-A","1apfA00"
"2pcpB01-i2","2.60.40.10","Immunoglobulins","2pcpB01"
"2h9fA01-i1","3.10.310.10","Diaminopimelate Epimerase; Chain A, domain 1","2h9fA01"
"3vxmD01-i2","2.60.40.10","Immunoglobulins","3vxmD01"
"4pavB00-i1","3.10.180.10","2,3-Dihydroxybiphenyl 1,2-Dioxygenase, domain 1","4pavB00"
"2hr7B01-i1","3.80.20.20","24 nucleotide stem-loop, u2 snrnp hairpin iv. U2 a'. Chain A, domain 1","2hr7B01"
"2x9oA00-i2","3.40.1500.20","","2x9oA00"
"3jqqC01-i2","2.40.30.10","Translation factors","3jqqC01"
"3q41B02-i2","3.40.50.2300","","3q41B02"
"3gw6A01-i2","4.10.1090.10","Endosialidase, domain 4","3gw6A01"
"2enxA02-i1","3.10.310.20","","2enxA02"
"3uxfA02-i2","2.60.40.740","","3uxfA02"
"5crwA02-i2","3.40.30.10","Glutaredoxin","5crwA02"
"2h9fA02-i1","3.10.310.10","Diaminopimelate Epimerase; Chain A, domain 1","2h9fA02"
"3hmiA01-i1","3.30.200.20","Phosphorylase Kinase; domain 1","3hmiA01"
"1n91A00-i1","3.30.1200.10","YggU-like","1n91A00"
"3ld3A00-i1","3.90.80.10","Inorganic Pyrophosphatase","3ld3A00"
"2ymxL01-i2","2.60.40.10","Immunoglobulins","2ymxL01"
"3e07A00-i2","2.10.90.10","Cystine-knot cytokines","3e07A00"
"4r2hA00-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","4r2hA00"
"1r1a200-i2","2.60.120.20","","1r1a200"
"2khcA00-i2","3.30.70.330","","2khcA00"
"2v0eA00-i1","2.20.28.130","","2v0eA00"
"3sjrB00-i1","1.10.132.90","","3sjrB00"
"4mzwB02-i1","1.20.1050.10","","4mzwB02"
"2ehrA00-i2","2.30.42.10","","2ehrA00"
"3waeB01-i2","3.40.190.10","Periplasmic binding protein-like II","3waeB01"
"1rmrA00-i1","4.10.70.10","Echistatin","1rmrA00"
"3h8nA02-i2","2.60.40.10","Immunoglobulins","3h8nA02"
"2wi8A02-i2","3.40.50.1980","Nitrogenase molybdenum iron protein domain","2wi8A02"
"4rk6B02-i2","3.40.50.2300","","4rk6B02"
"3me8B00-i2","3.40.30.10","Glutaredoxin","3me8B00"
"2k9aA00-i1","1.20.58.1900","","2k9aA00"
"2xdjF00-i1","1.20.5.110","","2xdjF00"
"3e98B00-i2","3.30.450.40","","3e98B00"
"5eliA00-i2","2.60.40.10","Immunoglobulins","5eliA00"
"1id1A00-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","1id1A00"
"1kz7C02-i2","2.30.29.30","Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)","1kz7C02"
"1xo0A01-i2","1.10.150.130","","1xo0A01"
"2r6aB02-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","2r6aB02"
"4ygaD00-i2","2.60.40.10","Immunoglobulins","4ygaD00"
"3vbbF02-i2","3.30.930.10","Bira Bifunctional Protein; Domain 2","3vbbF02"
"1qubA04-i2","2.10.70.10","Complement Module, domain 1","1qubA04"
"2wnrB01-i2","3.30.230.70","GHMP Kinase, N-terminal domain","2wnrB01"
"1yfbA00-i2","2.10.260.10","","1yfbA00"
"1uvjA02-i1","1.10.490.60","","1uvjA02"
"2o36A03-i1","3.40.390.10","Collagenase (Catalytic Domain)","2o36A03"
"3v48A00-i2","3.40.50.1820","","3v48A00"
"1es6A02-i1","2.60.510.10","EV matrix protein ","1es6A02"
"1ydwA01-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","1ydwA01"
"3fifC00-i1","2.30.30.100","","3fifC00"
"5d1iA00-i2","2.60.120.10","Jelly Rolls","5d1iA00"
"1fdqA00-i1","2.40.128.20","","1fdqA00"
"1iq0A02-i2","3.30.1360.70","","1iq0A02"
"4bqaA00-i1","1.10.10.10","""winged helix"" repressor DNA binding domain","4bqaA00"
"1fp1D01-i2","1.10.10.10","""winged helix"" repressor DNA binding domain","1fp1D01"
"4fnxA01-i1","3.30.200.20","Phosphorylase Kinase; domain 1","4fnxA01"
"1rwhA02-i1","2.70.98.10","","1rwhA02"
"5c31F00-i2","3.40.50.1390","","5c31F00"
"4f92B11-i1","1.10.150.20","5' to 3' exonuclease, C-terminal subdomain","4f92B11"
"5br9A02-i1","3.30.420.40","","5br9A02"
"1iatA02-i1","3.40.50.10490","Glucose-6-phosphate isomerase like protein; domain 1","1iatA02"
"1sbkA00-i1","3.10.129.10","Hotdog Thioesterase ","1sbkA00"
"2f22A00-i2","1.20.120.450","dinb family like domain","2f22A00"
"5csrC00-i1","3.20.20.70","Aldolase class I","5csrC00"
"1ybdC00-i2","3.40.1160.10","","1ybdC00"
"2xsxA02-i2","3.20.20.120","Enolase superfamily","2xsxA02"
"2o36A01-i1","1.20.1050.40","Endopeptidase. Chain P; domain 1","2o36A01"
"1svzA02-i2","2.60.40.10","Immunoglobulins","1svzA02"
"3irbA02-i1","2.40.50.140","Nucleic acid-binding proteins","3irbA02"
"4kaxA00-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","4kaxA00"
"3tloA02-i1","2.40.10.10","Trypsin-like serine proteases","3tloA02"
"3djbA01-i1","1.10.472.50","HD-domain/PDEase-like","3djbA01"
"3wttH00-i1","1.10.10.10","""winged helix"" repressor DNA binding domain","3wttH00"
"1qubA01-i2","2.10.70.10","Complement Module, domain 1","1qubA01"
"5ingF01-i2","3.90.226.10","2-enoyl-CoA Hydratase; Chain A, domain 1","5ingF01"
"4q3kB00-i2","3.40.50.1820","","4q3kB00"
"4f80A02-i2","2.60.40.10","Immunoglobulins","4f80A02"
"4rdrA01-i2","2.170.130.10","Ferric Hydroxamate Uptake Protein; Chain A, domain 1","4rdrA01"
"4m0mA02-i1","1.10.1240.80","","4m0mA02"
"3rfzE05-i1","2.60.40.2070","","3rfzE05"
"4r5cA00-i2","3.80.10.10","Ribonuclease Inhibitor","4r5cA00"
"2y07L02-i2","2.60.40.10","Immunoglobulins","2y07L02"
"1t35A00-i1","3.40.50.450","","1t35A00"
"3q0iA02-i1","3.10.25.10","Methionyl-tRNA Fmet Formyltransferase; Chain A, domain 2","3q0iA02"
"2hj0A02-i1","3.40.1080.10","Glutaconate Coenzyme A-transferase","2hj0A02"
"1rwhA01-i1","1.50.10.100","Chondroitin AC/alginate lyase","1rwhA01"
"3mwyW03-i1","3.40.50.10810","Tandem AAA-ATPase domain","3mwyW03"
"2p90A01-i2","3.40.50.10900","","2p90A01"
"3mwyW04-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","3mwyW04"
"1q8kA03-i2","3.30.70.1130","EIF_2_alpha","1q8kA03"
"1iatA01-i1","3.40.50.10490","Glucose-6-phosphate isomerase like protein; domain 1","1iatA01"
"1fp1D02-i2","3.40.50.150","Vaccinia Virus protein VP39","1fp1D02"
"4oy3A00-i2","3.40.50.1580","","4oy3A00"
"1dgfA03-i1","1.20.1370.60","","1dgfA03"
"1q8kA01-i1","2.40.50.140","Nucleic acid-binding proteins","1q8kA01"
"4m0mA03-i1","1.20.1270.430","","4m0mA03"
"1ne3A00-i1","2.40.50.140","Nucleic acid-binding proteins","1ne3A00"
"2kinA00-i1","3.40.850.10","Kinesin","2kinA00"
"1rwhA03-i1","2.60.220.10","Hyaluronate lyase-like, C-terminal domain","1rwhA03"
"1dgfA02-i1","2.40.180.20","","1dgfA02"
"2j3wF00-i1","3.30.1380.20","Trafficking protein particle complex subunit 3","2j3wF00"
"5i8cA01-i2","2.60.40.10","Immunoglobulins","5i8cA01"
"1wqkA00-i2","2.20.20.10","Anthopleurin-A","1wqkA00"
"5t3yA00-i2","3.40.50.2300","","5t3yA00"
"1egxA00-i2","2.30.29.30","Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)","1egxA00"
"2d1pB00-i2","3.40.1260.10","","2d1pB00"
"1ydwA02-i2","3.30.360.10","Dihydrodipicolinate Reductase; domain 2","1ydwA02"
"2jswA00-i1","1.20.1410.10","I/LWEQ domain","2jswA00"
"5ez2A00-i2","2.40.128.20","","5ez2A00"
"4izbB02-i1","1.10.12.10","Lyase 2-enoyl-coa Hydratase, Chain  A, domain 2","4izbB02"
"5b31A00-i1","1.10.20.10","Histone, subunit A","5b31A00"
"4hp8A00-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","4hp8A00"
"1dgfA01-i1","1.10.8.1230","","1dgfA01"
"1uvjA03-i1","3.30.70.1600","","1uvjA03"
"3pxvC00-i2","3.40.109.10","NADH Oxidase","3pxvC00"
"1k1vA00-i1","1.10.880.10","A DNA-binding domain in eukaryotic transcription factors","1k1vA00"
"2knjA00-i1","1.10.150.440","","2knjA00"
"2x3cA02-i1","3.40.390.10","Collagenase (Catalytic Domain)","2x3cA02"
"1eysC01-i1","1.10.468.10","Photosynthetic Reaction Center, subunit C, domain 2","1eysC01"
"4gqcA00-i2","3.40.30.10","Glutaredoxin","4gqcA00"
"2o36A02-i1","1.10.1370.10","Neurolysin, domain 3","2o36A02"
"1qubA03-i2","2.10.70.10","Complement Module, domain 1","1qubA03"
"3e97A01-i1","2.60.120.10","Jelly Rolls","3e97A01"
"4eneE01-i2","2.60.40.10","Immunoglobulins","4eneE01"
"1hgxA00-i2","3.40.50.2020","","1hgxA00"
"1ew4A00-i1","3.30.920.10","Metal Transport, Frataxin; Chain A","1ew4A00"
"1bgfA00-i1","1.10.532.10","Transcription Factor, Stat-4;","1bgfA00"
"4hseA01-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","4hseA01"
"4x28C03-i2","1.20.140.10","Butyryl-CoA Dehydrogenase, subunit A, domain 3","4x28C03"
"4egvD01-i2","3.40.47.10","","4egvD01"
"1p1jB01-i1","3.40.50.720","NAD(P)-binding Rossmann-like Domain","1p1jB01"
"1mt1H00-i1","3.50.20.10","Pyruvoyl-Dependent Histidine Decarboxylase, subunit B","1mt1H00"
"1dfaA01-i1","2.170.16.10","Hedgehog/intein (Hint) domain","1dfaA01"
"2o5rA02-i1","3.90.800.10","Glutamyl-tRNA Synthetase; Domain 3","2o5rA02"
"1z4rA00-i2","3.40.630.30","","1z4rA00"
"2d1sA02-i1","3.40.50.980","","2d1sA02"
"2d1sA01-i1","2.30.38.10","Luciferase; Domain 3","2d1sA01"
"4x33A00-i1","3.10.660.10","Microbial ribonucleases","4x33A00"
"3b5nK00-i2","1.20.5.110","","3b5nK00"
"2o7cA02-i1","3.90.1150.10","Aspartate Aminotransferase, domain 1","2o7cA02"
"2d1sA04-i2","3.30.300.30","","2d1sA04"
"1ibgL01-i2","2.60.40.10","Immunoglobulins","1ibgL01"
"3rwiA01-i1","3.30.500.10","Murine Class I Major Histocompatibility Complex, H2-DB, subunit A, domain 1","3rwiA01"
"3dtcA02-i2","1.10.510.10","Transferase(Phosphotransferase) domain 1","3dtcA02"
"3lzhA02-i1","3.90.1200.10","","3lzhA02"
"3en1A02-i1","2.102.10.10","'Rieske'-like iron-sulphur domains","3en1A02"
"4iu9B01-i2","1.20.1250.20","MFS general substrate transporter like domains","4iu9B01"
"3eulB00-i2","3.40.50.2300","","3eulB00"
"4ezgA00-i2","3.80.10.10","Ribonuclease Inhibitor","4ezgA00"
"1z0xA01-i1","1.10.10.60","Homeodomain-like","1z0xA01"
"1v85A00-i2","1.10.150.50","Transcription Factor, Ets-1","1v85A00"
"2d1sA03-i1","3.40.50.980","","2d1sA03"
"1pryA02-i2","3.40.50.150","Vaccinia Virus protein VP39","1pryA02"
"1kptA00-i1","3.30.430.10","Killer Toxin P4, subunit A","1kptA00"
"1r8oA01-i2","2.80.10.50","","1r8oA01"
"2lt4A00-i1","2.30.30.840","","2lt4A00"
"2kz5A00-i1","1.10.880.10","A DNA-binding domain in eukaryotic transcription factors","2kz5A00"
"1vvm600-i1","2.20.28.120","","1vvm600"
"4u2nB02-i1","3.30.710.10","Potassium Channel Kv1.1; Chain A","4u2nB02"
"3lftA01-i1","3.40.50.2300","","3lftA01"
"3ouqA02-i2","3.90.10.10","Cytochrome C3","3ouqA02"
"2vqeJ00-i2","3.30.70.600","","2vqeJ00"
"3rn5A01-i1","2.40.50.140","Nucleic acid-binding proteins","3rn5A01"
"3lb6C01-i2","2.60.40.10","Immunoglobulins","3lb6C01"
"4iobA00-i2","3.30.70.270","","4iobA00"
"1wlfA01-i1","2.40.40.20","","1wlfA01"
"1dfaA03-i2","3.10.28.10","Homing endonucleases","1dfaA03"
"1h6dA02-i2","3.30.360.10","Dihydrodipicolinate Reductase; domain 2","1h6dA02"
"2fj0A01-i2","3.40.50.1820","","2fj0A01"
"4zfgL01-i2","2.60.40.10","Immunoglobulins","4zfgL01"
"4e8oB00-i2","3.40.630.30","","4e8oB00"
"3zfiA00-i1","1.10.890.40","","3zfiA00"
"5esyA02-i2","3.40.190.80","","5esyA02"
"3om0A01-i2","3.40.50.2300","","3om0A01"
"4k6lF00-i2","3.60.10.10","","4k6lF00"
"3jama00-i1","3.30.1740.20","","3jama00"
"2m80A00-i2","3.40.30.10","Glutaredoxin","2m80A00"
"2y8eB00-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","2y8eB00"
"3r6uA01-i1","3.40.190.10","Periplasmic binding protein-like II","3r6uA01"
"4cilA02-i1","2.60.40.1220","","4cilA02"
"4q6rA03-i2","3.40.640.10","Type I PLP-dependent aspartate aminotransferase-like (Major domain)","4q6rA03"
"3fcnA00-i1","1.20.1220.20","","3fcnA00"
"1r3sA00-i1","3.20.20.210","","1r3sA00"
"3la3A01-i1","2.60.120.10","Jelly Rolls","3la3A01"
"1hyhC02-i2","3.90.110.10","L-2-Hydroxyisocaproate Dehydrogenase, subunit A, domain 2","1hyhC02"
"2i6lA01-i1","3.30.200.20","Phosphorylase Kinase; domain 1","2i6lA01"
"1fp0A00-i2","3.30.40.10","Zinc/RING finger domain, C3HC4 (zinc finger)","1fp0A00"
"3r6uA02-i1","3.40.190.120","Osmoprotection protein (prox); domain 2","3r6uA02"
"2b2hA00-i1","1.10.3430.10","Ammonium transporter AmtB like domains","2b2hA00"
"2i6lA02-i2","1.10.510.10","Transferase(Phosphotransferase) domain 1","2i6lA02"
"5ik2K01-i1","2.40.30.20","","5ik2K01"
"3kloD00-i1","3.40.50.2300","","3kloD00"
"2xbfA01-i1","3.90.1750.10","Hect, E3 ligase catalytic domains","2xbfA01"
"1jnuA00-i2","3.30.450.20","","1jnuA00"
"3nqbA02-i1","3.20.20.140","Metal-dependent hydrolases","3nqbA02"
"1va6B02-i1","3.30.590.20","","1va6B02"
"3rn5A02-i1","2.40.50.140","Nucleic acid-binding proteins","3rn5A02"
"4z9xA00-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","4z9xA00"
"1gzhB01-i2","3.40.50.10190","","1gzhB01"
"1wlfA02-i1","3.10.330.10","","1wlfA02"
"2rhsD06-i1","3.30.70.380","","2rhsD06"
"1btnA00-i2","2.30.29.30","Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)","1btnA00"
"3vcnA01-i2","3.30.390.10","Enolase-like, N-terminal domain","3vcnA01"
"5dthD01-i2","2.30.42.10","","5dthD01"
"4rgdA00-i2","1.20.225.10","Bacteriocin AS-48","4rgdA00"
"4gysA02-i1","1.20.58.1700","","4gysA02"
"5esyA01-i2","3.30.540.10","Fructose-1,6-Bisphosphatase, subunit A, domain 1","5esyA01"
"2j2mA00-i1","2.40.180.10","Catalase HpII,  Chain A, domain 1","2j2mA00"
"1z0xA02-i2","1.10.357.10","Tetracycline Repressor, domain 2","1z0xA02"
"2xbfA02-i1","3.30.2160.10","Hect, E3 ligase catalytic domain","2xbfA02"
"1rypD00-i2","3.60.20.10","Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1","1rypD00"
"1oz7A00-i2","3.10.100.10","Mannose-Binding Protein A, subunit A","1oz7A00"
"3hk0B02-i2","2.30.29.30","Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)","3hk0B02"
"4tnwK01-i2","2.60.40.10","Immunoglobulins","4tnwK01"
"3vcnA02-i1","3.20.20.120","Enolase superfamily","3vcnA02"
"4qupA01-i1","3.90.380.10","Naphthalene 1,2-dioxygenase Alpha Subunit; Chain A, domain 1","4qupA01"
"3euwA01-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","3euwA01"
"2zuoA08-i1","2.30.30.620","","2zuoA08"
"3ctyB01-i1","3.50.50.60","","3ctyB01"
"4h3wB01-i1","2.60.290.20","","4h3wB01"
"2hg7A00-i1","3.30.56.60","XkdW-like","2hg7A00"
"1rjlB02-i2","2.60.40.10","Immunoglobulins","1rjlB02"
"2ebnA00-i2","3.20.20.80","Glycosidases","2ebnA00"
"3prnA00-i2","2.40.160.10","Porin","3prnA00"
"4bb7B00-i2","2.30.30.490","","4bb7B00"
"4a17F01-i1","3.30.1330.210","","4a17F01"
"2bnfA00-i2","3.40.1160.10","","2bnfA00"
"2mkzA01-i1","3.40.190.140","","2mkzA01"
"3kvqA00-i2","2.60.40.10","Immunoglobulins","3kvqA00"
"2az3B00-i1","3.30.70.141","","2az3B00"
"2pvxA00-i1","2.20.28.10","","2pvxA00"
"3hgbA00-i2","2.40.50.100","","3hgbA00"
"3gf8A01-i1","2.60.40.2100","","3gf8A01"
"1zuwB01-i2","3.40.50.1860","","1zuwB01"
"3e17A01-i2","2.30.42.10","","3e17A01"
"3kqjA02-i2","3.65.10.10","","3kqjA02"
"1fpoC02-i2","1.20.1280.20","","1fpoC02"
"3nowA02-i1","1.25.10.10","Leucine-rich Repeat Variant","3nowA02"
"4qkoG00-i1","1.10.1200.20","","4qkoG00"
"4bofA02-i1","1.10.3930.10","Arginine deiminase","4bofA02"
"2bg5C00-i2","3.20.20.60","Phosphoenolpyruvate-binding domains","2bg5C00"
"4h3zA02-i1","1.10.1270.20","tRNA(m1g37)methyltransferase, domain 2","4h3zA02"
"4dtgH01-i2","2.60.40.10","Immunoglobulins","4dtgH01"
"3cgzA00-i2","3.30.565.10","","3cgzA00"
"4o1gA00-i2","3.40.1190.20","","4o1gA00"
"1qcqA00-i1","3.10.110.10","Ubiquitin Conjugating Enzyme","1qcqA00"
"3kasA02-i1","3.50.30.30","","3kasA02"
"3kqjA01-i2","3.65.10.10","","3kqjA01"
"1opkA01-i1","2.30.30.40","SH3 Domains","1opkA01"
"4egjD01-i1","3.40.50.20","","4egjD01"
"4hmwA00-i2","2.30.110.10","Electron Transport, Fmn-binding Protein; Chain A","4hmwA00"
"1jglH01-i2","2.60.40.10","Immunoglobulins","1jglH01"
"3h0gL00-i1","2.20.28.30","RNA polymerase ii, chain L","3h0gL00"
"1g6xA00-i1","4.10.410.10","Factor Xa Inhibitor","1g6xA00"
"4qpiC00-i2","2.60.120.20","","4qpiC00"
"1wdkB03-i1","1.10.1040.50","","1wdkB03"
"3fd0A01-i1","3.90.1150.60","","3fd0A01"
"4rxtA01-i2","3.40.50.2300","","4rxtA01"
"4fl0A01-i1","3.90.1150.10","Aspartate Aminotransferase, domain 1","4fl0A01"
"4is7A01-i2","1.10.150.50","Transcription Factor, Ets-1","4is7A01"
"3htmD01-i1","3.30.710.10","Potassium Channel Kv1.1; Chain A","3htmD01"
"3c10C00-i1","3.40.800.20","","3c10C00"
"3dxvA01-i2","3.90.1150.10","Aspartate Aminotransferase, domain 1","3dxvA01"
"5ghqA00-i2","3.90.79.10","Nucleoside Triphosphate Pyrophosphohydrolase","5ghqA00"
"1dn0B01-i2","2.60.40.10","Immunoglobulins","1dn0B01"
"4r5qA00-i1","3.90.320.10","","4r5qA00"
"4arfA03-i1","3.30.980.50","","4arfA03"
"4lisA02-i1","3.90.25.10","UDP-galactose 4-epimerase, domain 1","4lisA02"
"4i4tA02-i1","3.30.1330.20","","4i4tA02"
"2id6A01-i1","1.10.10.60","Homeodomain-like","2id6A01"
"3mqlA02-i1","2.10.10.10","","3mqlA02"
"4p5kB01-i1","3.10.320.10","Class II Histocompatibility Antigen, M Beta Chain; Chain B, domain 1","4p5kB01"
"1w8oA03-i2","2.60.120.260","Galactose-binding domain-like","1w8oA03"
"1l3yA00-i2","2.10.25.10","Laminin","1l3yA00"
"3tmoA01-i1","3.30.200.90","","3tmoA01"
"2hb0B02-i1","2.60.40.2040","","2hb0B02"
"4qhzD00-i1","2.60.120.560","Exo-inulinase; domain 1","4qhzD00"
"3tmoA02-i1","1.10.10.1640","","3tmoA02"
"3h41A02-i1","2.30.30.40","SH3 Domains","3h41A02"
"5tqvB00-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","5tqvB00"
"2ijxA00-i2","3.70.10.10","","2ijxA00"
"4fxkC01-i1","2.60.40.690","Alpha-macroglobulin receptor domain","4fxkC01"
"1duwA01-i1","3.90.10.10","Cytochrome C3","1duwA01"
"2id6A02-i2","1.10.357.10","Tetracycline Repressor, domain 2","2id6A02"
"3mj0A00-i2","2.170.260.10","paz domain","3mj0A00"
"3kasA01-i2","3.40.630.10","Zn peptidases","3kasA01"
"3dxvA02-i2","3.40.640.10","Type I PLP-dependent aspartate aminotransferase-like (Major domain)","3dxvA02"
"3pm0A00-i1","1.10.630.10","Cytochrome p450","3pm0A00"
"1ollA02-i2","2.60.40.10","Immunoglobulins","1ollA02"
"5jtwA05-i2","2.60.40.1930","","5jtwA05"
"1k0rA01-i1","3.30.1480.10","Transcription factor NusA, N-terminal domain","1k0rA01"
"4mkrB01-i1","3.90.180.10","Medium-chain alcohol dehydrogenases, catalytic domain","4mkrB01"
"5gujA01-i1","3.90.980.10","","5gujA01"
"2yv1A02-i2","3.40.50.261","Succinyl-CoA synthetase domains","2yv1A02"
"3vpyA00-i2","2.60.200.20","","3vpyA00"
"4i1aA00-i2","1.25.40.10","","4i1aA00"
"4ibnA01-i2","3.30.420.10","","4ibnA01"
"5kvcA00-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","5kvcA00"
"3p2aB01-i1","2.20.28.140","","3p2aB01"
"2df7A02-i1","2.60.120.660","icosahedral virus","2df7A02"
"1w8oA02-i1","2.60.40.10","Immunoglobulins","1w8oA02"
"3gf8A02-i1","2.60.40.2090","","3gf8A02"
"4egjD02-i1","3.30.470.20","ATP-grasp fold, B domain","4egjD02"
"2cr5A01-i2","3.10.20.90","Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1","2cr5A01"
"4m6mL01-i2","2.60.40.10","Immunoglobulins","4m6mL01"
"2yobA01-i2","3.90.1150.10","Aspartate Aminotransferase, domain 1","2yobA01"
"1opkA03-i1","3.30.200.20","Phosphorylase Kinase; domain 1","1opkA03"
"3mqlA04-i1","2.10.70.10","Complement Module, domain 1","3mqlA04"
"5fu6C00-i1","2.30.30.1020","","5fu6C00"
"3fd9A01-i1","1.10.8.520","","3fd9A01"
"2yv1A01-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","2yv1A01"
"1ollA01-i2","2.60.40.10","Immunoglobulins","1ollA01"
"2cttA01-i1","2.10.230.10","DnaJ/Hsp40 cysteine-rich domain","2cttA01"
"5dgxA00-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","5dgxA00"
"1duwA02-i2","3.90.10.10","Cytochrome C3","1duwA02"
"2vhhA00-i1","3.60.110.10","","2vhhA00"
"3c8tA03-i1","1.10.40.30","Fumarase/aspartase (C-terminal domain)","3c8tA03"
"4g5zL01-i2","2.60.40.10","Immunoglobulins","4g5zL01"
"4is7A02-i2","1.10.150.50","Transcription Factor, Ets-1","4is7A02"
"4chiA01-i2","3.30.470.10","","4chiA01"
"3nynB01-i1","3.30.200.20","Phosphorylase Kinase; domain 1","3nynB01"
"4nzvA01-i2","3.60.21.10","","4nzvA01"
"1y96A00-i1","2.30.30.100","","1y96A00"
"5frdA00-i2","3.40.50.1820","","5frdA00"
"4gfiC01-i2","3.30.390.10","Enolase-like, N-terminal domain","4gfiC01"
"1shzD01-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","1shzD01"
"3sd7A01-i2","3.40.50.1000","","3sd7A01"
"4uqtA00-i2","3.30.70.330","","4uqtA00"
"2j9jB00-i2","2.40.70.10","Acid Proteases","2j9jB00"
"2mj6A00-i1","3.30.450.250","","2mj6A00"
"4bv0A00-i2","1.20.1070.10","Rhopdopsin 7-helix transmembrane proteins","4bv0A00"
"1dvpA02-i1","3.30.40.10","Zinc/RING finger domain, C3HC4 (zinc finger)","1dvpA02"
"4rcaA03-i2","2.60.40.10","Immunoglobulins","4rcaA03"
"1a9nD00-i2","3.30.70.330","","1a9nD00"
"4kbfA02-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","4kbfA02"
"1egjL02-i2","2.60.40.10","Immunoglobulins","1egjL02"
"3io2A00-i1","1.20.1020.10","CREB-binding Protein; Chain A","3io2A00"
"1wgtA04-i1","3.30.60.10","","1wgtA04"
"4f0cA02-i1","1.20.1050.10","","4f0cA02"
"4e6hA00-i1","1.25.40.1040","","4e6hA00"
"4j12A02-i2","2.60.40.10","Immunoglobulins","4j12A02"
"1rktA02-i2","1.10.357.10","Tetracycline Repressor, domain 2","1rktA02"
"1qgvA00-i2","3.40.30.10","Glutaredoxin","1qgvA00"
"4behA01-i1","1.10.10.1410","","4behA01"
"2nbrA02-i2","2.60.20.10","Crystallins","2nbrA02"
"3pn7E01-i2","1.10.238.10","EF-hand","3pn7E01"
"2kv1A01-i1","2.170.150.20","Peptide methionine sulfoxide reductase.","2kv1A01"
"4f1wB00-i2","3.40.50.1580","","4f1wB00"
"2nbrA01-i2","2.60.20.10","Crystallins","2nbrA01"
"2wbuA02-i2","3.30.160.60","Classic Zinc Finger","2wbuA02"
"1dvpA01-i2","1.25.40.90","","1dvpA01"
"3rioA01-i1","2.30.24.10","SacY-like RNA-binding domain","3rioA01"
